124.245,308.879,197.19,722.379,50.265,1
111.458,297,164,351,8.17856,1
117.181,211.814,91.5814,529.581,31.6841,1
126.653,262.087,119.261,819.717,12.4065,1
143.562,258.182,119.636,897.727,11.6001,1
116.984,224.5,102.19,663.238,20.1601,1
119.059,227.729,106.508,744.373,19.1598,1
130.697,213.714,95.5952,437.714,31.9558,1
118.906,237.274,110.379,815.758,34.2493,1
112.345,247.739,112.261,801.717,22.1406,1
116.311,210.138,89.7931,574.241,22.3355,1
127.259,212.523,98.6923,384.092,21.4047,1
128.328,202.15,85.5,442.2,38.4394,1
97.8205,222.2,97.4,668.8,19.4669,1
105.267,216.333,101.667,684.667,12.6433,1
121.815,458.658,392.289,605.079,16.1407,1
142.495,210.429,93.2857,543.143,24.3126,1
113.816,218.235,103.294,655.059,16.8974,1
129.34,283.23,179.014,397.655,11.5468,1
121.018,260.51,125.85,837.483,21.3434,1
183.281,344,223,457,2,1
94.75,325.667,189.333,362.333,37.8759,1
130.001,249.853,109.035,895.378,14.5846,1
114.434,249.5,109.556,805.333,30.9944,1
117.528,226.75,105.625,636.625,31.3588,1
123.931,220.385,104.608,665.485,21.5185,1
118.965,235.128,110.255,574.149,31.6768,1
120.658,197.627,85.2542,340.814,14.1972,1
141.612,232,111.429,838.286,32.737,1
183.281,222.5,111,457,4,1
110.215,220.167,105.5,671.667,18.2682,1
112.691,225.962,102.423,666.673,34.0465,1
118.53,252.763,121.789,626,18.5201,1
140.618,210.192,94.5385,600.5,25.4577,1
97.3164,258.312,117.812,856.5,17.5602,1
119.214,293.131,203.381,368.619,34.4444,1
116.222,226,105.257,763.797,19.8386,1
133.224,197.25,88.8462,374.817,17.6574,1
119.319,208.146,90.233,476.796,32.7985,1
131.52,242.435,113.761,682.174,26.1156,1
112.903,248.75,120.153,816.371,25.0546,1
132.557,220.143,99.7013,679.623,27.5951,1
134.299,214.13,95.9565,629.565,31.0581,1
134.844,234.305,110.745,636.345,24.503,1
154.312,269,122,846.714,30.1371,1
116.292,222,89,509,25.7466,1
108.562,207.727,93.1818,504.455,38.8691,1
115.789,256.857,125.238,785.429,9.76202,1
139.808,175.286,78.7143,270.286,9.64153,1
135.841,197.978,86.5169,474.742,25.8699,1
138.47,196.444,86.2222,387.556,15.5047,1
167,230,109.5,753.5,9.28372,1
138.65,203.2,88,641.2,39.8527,1
143.362,220.842,99.6316,674,30.2235,1
142.605,216.24,95.12,531.24,30.9597,1
133.07,203.113,91.6226,432.189,25.7113,1
142.707,206,91.125,559.708,17.7752,1
115.67,216.947,88.2105,532.211,38.1698,1
121.323,211.672,95.3793,499.448,45.6824,1
127.364,247.667,137.143,436.743,14.9668,1
130.858,201.778,88.0667,471.844,16.2185,1
123.919,195.01,84.09,365.3,25.9194,1
110.665,197.5,86.5,459,15.9941,1
135.436,184.5,95.1429,309.19,13.0553,0
122.226,225.962,107.058,476.981,49.9959,1
129.157,182.207,78.0105,342.667,27.5097,1
110.79,222.765,102.471,636.941,20.2425,1
144.031,196.5,88.55,455.8,16.8846,1
133.645,245.5,118.359,682.172,38.243,1
131.548,226.794,115.529,323.382,23.5091,1
140.801,210.667,89.619,398.952,28.2752,1
104.506,239.312,126.188,483.375,16.8826,1
139.613,211.4,91.3,527.5,26.6768,1
141.576,213,90.7778,721.778,40.4722,1
115.953,374,264,492,49.5852,1
123.279,218.26,129.68,600.22,29.8949,0
135.622,216.368,99.4211,699.684,28.7127,1
145.786,199.4,88.8,364,12.7059,1
121.391,304.736,199.396,435.099,24.2091,1
121.911,218.119,96.0476,583.024,27.4762,1
137.097,211.4,91.8,621.4,30.0138,1
131.029,243.091,112.545,867.034,21.9894,1
132.196,246.875,110.875,804.875,20.5724,1
136.777,211.529,90.5,465.265,16.4379,1
128.115,238.061,105.939,730.697,28.7838,1
130.087,225.298,104.474,712.772,27.2516,1
124.634,274.857,162,511.571,26.5914,1
129.687,237.967,122.93,495.185,33.4819,1
117.235,390.632,326.015,714.75,45.0705,1
125.857,246.143,120.095,500.19,17.6324,1
111.754,230.833,115.375,546.042,30.4247,1
122.807,207.974,90,421.421,17.3657,1
104.595,196.286,83.0714,385,25.2667,1
136.458,213.25,92.5,501,26.9705,1
121.891,253.403,148.058,427.782,19.0616,1
119.796,499.316,351.368,574.368,42.3087,1
124.861,252.417,124.25,595.167,26.5612,1
136.426,228.194,106.081,605.145,29.1497,1
100.88,228.231,102.385,595.846,17.0224,1
141.56,211.824,93.3529,555,22.3358,1
115.71,199.75,83.25,414.75,12.4373,1
128.565,203.465,89.9926,604.376,37.2502,1
129.425,184.721,81.2212,373.308,19.0615,1
132.451,215.015,98.0769,579.569,26.2342,1
149.042,275.667,142.333,672,46.7098,1
137.45,228.2,105.9,659.4,20.5961,1
117.639,215.564,131.205,504.077,22.1942,0
139.059,269.769,151.077,495,17.0987,1
113.58,201.381,88.0952,427.571,14.7713,1
140.703,207.111,95.7778,504.306,24.5681,1
133.285,278.333,127,790.333,16.4454,1
133.224,244.856,139.178,430.867,38.1954,1
139.765,209.975,91.2,512.05,42.5194,1
139.841,228.5,105,594.75,23.3476,1
